,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
MI,-0.7882870253087106,-0.028765406625556114,0.07728613254981875,-0.09127927338256361,0.06298647225370692,0.39326969168127307,-0.05247783477125914,-0.25615514812264883,0.20819840821878782,-0.0064021756551381915,-0.1201221643954405,0.19500720780857114,-0.1831292902370386,0.13759649322850107,-0.043983777797382426
MN,-0.6567887330832891,-0.46249906626826,-0.22312721716713635,-0.023824154498673783,0.011359779152045443,0.20746447989463188,0.14020086313931548,-0.029859166483272626,0.036042411769464336,-0.08837104918483303,0.07600204671234342,0.17180266492098387,-0.4635972147804393,-0.012709376436740197,-0.00869292456300729
MO,0.31669355802561033,-0.1838224253340353,0.11631170966971974,0.10970879660935202,0.02274760300519199,-0.8500183319712542,0.029045422680277398,0.018817117659770313,0.1140206749057685,0.0576089381099972,-0.06985317514323024,0.23396400640595913,-0.1511954353205501,0.07893482171959167,-0.15124228663234507
MS,0.9284228671983147,-0.010102510398802693,0.043150860934446124,-0.08554404266113452,-0.0808164708107467,-0.22254303761537986,0.040314666705278175,0.08267526755381317,0.06309425867696325,-0.11335785001566119,-0.04607713816812261,0.041153894752694084,-0.05579739775833944,-0.139597706671134,0.21601915782564954
MT,0.6284460651988689,-0.47755578078520516,0.017409276919041237,0.12263900440582433,0.28067227729026706,-0.1886946721969033,0.055565978222942666,-0.20779935594293494,-0.13916762540438682,0.04710216089188837,-0.08774849932016036,0.38555380525241756,-0.15534870247789107,0.01572843064464567,0.04040787911099118
NC,0.9077863762537234,0.19180888297390566,-0.011883793337729633,-0.07517294843869253,0.049757186984418424,-0.3052481013566789,-0.050471958438264346,0.07189356397920114,0.018241373381711487,0.08944218611742308,0.023252127796794586,0.048443423601655315,-0.15215843861753145,0.016957470467932313,-0.09350119424589474
ND,0.2622991033379021,-0.9065962282355953,0.15928704423351586,0.050146673549706464,0.09461428897460475,-0.1547866747107027,0.02792714928346311,0.037834864016720385,0.021214310353462166,-0.046922173172939535,-0.017444677070695542,0.14917737445652027,-0.12205358524380287,0.1564972583765814,0.06549072064037816
NE-AL,0.6617489064365389,-0.4303535957937448,0.07857578603947371,0.5338230038575268,0.10369321913459802,-0.22428400056279063,-0.1262013460477687,0.10636406141374977,0.0017587977118139466,0.01701076968897523,0.04435802599965261,-0.05567467125602127,0.07138758380677668,-0.04662155784009962,-0.044622990419199975
NH,-0.08305922166214894,0.37472517189308563,-0.006404197434706216,0.015779027301331662,0.04969040192583469,0.10978545905050356,-0.1748933220818044,-0.036402013521172595,0.024726518842572442,-0.007126824217238648,0.026318362560753046,-0.09478090099055474,0.9017737201441631,0.04507050303573434,-0.02943959586294427
NJ,-0.648513931895217,0.1918020724495427,0.08310816944010987,-0.25112889679782463,-0.11998035738244989,0.43369387985646946,-0.1634176539507927,-0.010519260924226568,-0.183053686094504,-0.0326365064588796,0.04193662998799326,-0.3109484173138019,0.3488448032526095,0.058420740428613,-0.11714371339148662
NM,0.499630966572682,0.1396576239564906,0.1154891276202705,0.25579271863196174,-0.11296528142439895,-0.0161423852926633,-0.19609335886408447,0.2231133040120736,-0.0029902271743144078,0.3706588266570773,-0.005540951198618673,-0.15589931994063735,0.34521393878468776,-0.3196616279411732,-0.42970535445545793
