year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes
2000,GA,1116230,1419720,36332,60854,"{""Harry Browne"": 36332, ""Howard Phillips"": 140, ""Others"": 24, ""Pat Buchanan"": 10926, ""Ralph Nader"": 13432}",2596804
2000,HI,205286,137845,21623,24820,"{""Harry Browne"": 1477, ""Howard Phillips"": 343, ""John Hagelin"": 306, ""Pat Buchanan"": 1071, ""Ralph Nader"": 21623}",367951
2000,ID,138637,336937,12292,26047,"{""Harry Browne"": 3488, ""Howard Phillips"": 1469, ""John Hagelin"": 1177, ""Others"": 6, ""Pat Buchanan"": 7615, ""Ralph Nader"": 12292}",501621
2000,IL,2589026,2019421,103759,133676,"{""Harry Browne"": 11623, ""Howard Phillips"": 57, ""John Hagelin"": 2127, ""Others"": 4, ""Pat Buchanan"": 16106, ""Ralph Nader"": 103759}",4742123
2000,IN,901980,1245836,18531,51486,"{""Harry Browne"": 15530, ""Howard Phillips"": 200, ""John Hagelin"": 167, ""Others"": 99, ""Pat Buchanan"": 16959, ""Ralph Nader"": 18531}",2199302
2000,IA,638517,634373,29374,42673,"{""Harry Browne"": 3209, ""Howard Phillips"": 613, ""John Hagelin"": 2281, ""Others"": 1465, ""Pat Buchanan"": 5731, ""Ralph Nader"": 29374}",1315563
2000,KS,399276,622332,36086,50610,"{""Harry Browne"": 4525, ""Howard Phillips"": 1254, ""John Hagelin"": 1375, ""Pat Buchanan"": 7370, ""Ralph Nader"": 36086}",1072218
2000,KY,638898,872492,23192,32797,"{""Harry Browne"": 2896, ""Howard Phillips"": 923, ""John Hagelin"": 1533, ""Others"": 80, ""Pat Buchanan"": 4173, ""Ralph Nader"": 23192}",1544187
2000,LA,792344,927871,20473,45441,"{""Harry Browne"": 2951, ""Howard Phillips"": 5483, ""John Hagelin"": 1075, ""Others"": 1103, ""Pat Buchanan"": 14356, ""Ralph Nader"": 20473}",1765656
2000,ME-AL,319951,286616,37127,45250,"{""Harry Browne"": 3074, ""Howard Phillips"": 579, ""Others"": 27, ""Pat Buchanan"": 4443, ""Ralph Nader"": 37127}",651817
2000,ME-01,176293,148618,20297,24040,"{""Harry Browne"": 1479, ""Howard Phillips"": 253, ""Others"": 17, ""Pat Buchanan"": 1994, ""Ralph Nader"": 20297}",348951
2000,ME-02,143658,137998,16830,21210,"{""Harry Browne"": 1595, ""Howard Phillips"": 326, ""Others"": 10, ""Pat Buchanan"": 2449, ""Ralph Nader"": 16830}",302866
2000,MD,1145782,813797,53768,65901,"{""Harry Browne"": 5310, ""Howard Phillips"": 919, ""John Hagelin"": 176, ""Others"": 1480, ""Pat Buchanan"": 4248, ""Ralph Nader"": 53768}",2025480
2000,MA,1616487,878502,173564,207995,"{""Harry Browne"": 16366, ""John Hagelin"": 2884, ""Others"": 4032, ""Pat Buchanan"": 11149, ""Ralph Nader"": 173564}",2702984
2000,MI,2170418,1953139,84165,108944,"{""Harry Browne"": 16711, ""Howard Phillips"": 3791, ""John Hagelin"": 2426, ""Pat Buchanan"": 1851, ""Ralph Nader"": 84165}",4232501
2000,MN,1168266,1109659,126696,160760,"{""Harry Browne"": 5282, ""Howard Phillips"": 3272, ""John Hagelin"": 2294, ""Others"": 1050, ""Pat Buchanan"": 22166, ""Ralph Nader"": 126696}",2438685
2000,MS,404614,572844,8122,16726,"{""Harry Browne"": 2009, ""Howard Phillips"": 3267, ""John Hagelin"": 450, ""Others"": 613, ""Pat Buchanan"": 2265, ""Ralph Nader"": 8122}",994184
2000,MO,1111138,1189924,38515,58830,"{""Harry Browne"": 7436, ""Howard Phillips"": 1957, ""John Hagelin"": 1104, ""Pat Buchanan"": 9818, ""Ralph Nader"": 38515}",2359892
2000,MT,137126,240178,24437,33693,"{""Harry Browne"": 1718, ""Howard Phillips"": 1155, ""John Hagelin"": 675, ""Others"": 11, ""Pat Buchanan"": 5697, ""Ralph Nader"": 24437}",410997
2000,NE-AL,231780,433862,24540,31377,"{""Harry Browne"": 2245, ""Howard Phillips"": 468, ""John Hagelin"": 478, ""Pat Buchanan"": 3646, ""Ralph Nader"": 24540}",697019
2000,NE-01,86946,142562,10085,12515,"{""Harry Browne"": 754, ""Howard Phillips"": 167, ""John Hagelin"": 185, ""Pat Buchanan"": 1324, ""Ralph Nader"": 10085}",242023
2000,NE-02,88975,131485,8495,10552,"{""Harry Browne"": 925, ""Howard Phillips"": 146, ""John Hagelin"": 141, ""Pat Buchanan"": 845, ""Ralph Nader"": 8495}",231012
2000,NE-03,55859,159815,5960,8310,"{""Harry Browne"": 566, ""Howard Phillips"": 155, ""John Hagelin"": 152, ""Pat Buchanan"": 1477, ""Ralph Nader"": 5960}",223984
2000,NV,279978,301575,15008,27417,"{""Harry Browne"": 3311, ""Howard Phillips"": 621, ""John Hagelin"": 415, ""Others"": 3315, ""Pat Buchanan"": 4747, ""Ralph Nader"": 15008}",608970
2000,NH,266348,273559,22198,29174,"{""Harry Browne"": 2757, ""Howard Phillips"": 328, ""John Hagelin"": 55, ""Others"": 1221, ""Pat Buchanan"": 2615, ""Ralph Nader"": 22198}",569081
2000,NJ,1788850,1284173,94554,114203,"{""Harry Browne"": 6312, ""Howard Phillips"": 1409, ""John Hagelin"": 2215, ""Others"": 2724, ""Pat Buchanan"": 6989, ""Ralph Nader"": 94554}",3187226
2000,NM,286783,286417,21251,25405,"{""Harry Browne"": 2058, ""Howard Phillips"": 343, ""John Hagelin"": 361, ""Pat Buchanan"": 1392, ""Ralph Nader"": 21251}",598605
2000,NY,4107697,2403374,244030,310928,"{""Harry Browne"": 7649, ""Howard Phillips"": 1498, ""John Hagelin"": 24361, ""Others"": 1791, ""Pat Buchanan"": 31599, ""Ralph Nader"": 244030}",6821999
2000,NC,1257692,1631163,12307,22407,"{""Harry Browne"": 12307, ""Others"": 1226, ""Pat Buchanan"": 8874}",2911262
2000,ND,95284,174852,9486,18120,"{""Harry Browne"": 660, ""Howard Phillips"": 373, ""John Hagelin"": 313, ""Pat Buchanan"": 7288, ""Ralph Nader"": 9486}",288256
2000,OH,2186190,2351209,117857,168058,"{""Harry Browne"": 13475, ""Howard Phillips"": 3823, ""John Hagelin"": 6169, ""Others"": 10, ""Pat Buchanan"": 26724, ""Ralph Nader"": 117857}",4705457
2000,OK,474276,744337,9014,15616,"{""Harry Browne"": 6602, ""Pat Buchanan"": 9014}",1234229
2000,OR,720342,713577,77357,100049,"{""Harry Browne"": 7447, ""Howard Phillips"": 2189, ""John Hagelin"": 2574, ""Others"": 3419, ""Pat Buchanan"": 7063, ""Ralph Nader"": 77357}",1533968
2000,PA,2485967,2281127,103392,146025,"{""Harry Browne"": 11248, ""Howard Phillips"": 14428, ""Others"": 934, ""Pat Buchanan"": 16023, ""Ralph Nader"": 103392}",4913119
2000,RI,249508,130555,25052,29049,"{""Harry Browne"": 742, ""Howard Phillips"": 97, ""John Hagelin"": 271, ""Others"": 614, ""Pat Buchanan"": 2273, ""Ralph Nader"": 25052}",409112
2000,SC,565561,785937,20200,31219,"{""Harry Browne"": 4876, ""Howard Phillips"": 1682, ""John Hagelin"": 942, ""Pat Buchanan"": 3519, ""Ralph Nader"": 20200}",1382717
2000,SD,118804,190700,3322,6765,"{""Harry Browne"": 1662, ""Howard Phillips"": 1781, ""Pat Buchanan"": 3322}",316269
2000,TN,981720,1061949,19781,32512,"{""Harry Browne"": 4284, ""Howard Phillips"": 1015, ""John Hagelin"": 613, ""Others"": 2569, ""Pat Buchanan"": 4250, ""Ralph Nader"": 19781}",2076181
2000,TX,2433746,3799639,137994,174252,"{""Harry Browne"": 23160, ""Howard Phillips"": 567, ""Others"": 137, ""Pat Buchanan"": 12394, ""Ralph Nader"": 137994}",6407637
2000,UT,203053,515096,35850,52605,"{""Harry Browne"": 3616, ""Howard Phillips"": 2709, ""John Hagelin"": 763, ""Others"": 348, ""Pat Buchanan"": 9319, ""Ralph Nader"": 35850}",770754
2000,VT,149022,119775,20374,25511,"{""Harry Browne"": 784, ""Howard Phillips"": 153, ""John Hagelin"": 219, ""Others"": 1789, ""Pat Buchanan"": 2192, ""Ralph Nader"": 20374}",294308
2000,VA,1217290,1437490,59398,84667,"{""Harry Browne"": 15198, ""Howard Phillips"": 1809, ""John Hagelin"": 171, ""Others"": 2636, ""Pat Buchanan"": 5455, ""Ralph Nader"": 59398}",2739447
2000,WA,1247652,1108864,103002,130917,"{""Harry Browne"": 13135, ""Howard Phillips"": 1989, ""John Hagelin"": 2927, ""Others"": 2693, ""Pat Buchanan"": 7171, ""Ralph Nader"": 103002}",2487433
2000,WV,295497,336475,10680,16152,"{""Harry Browne"": 1912, ""Howard Phillips"": 23, ""John Hagelin"": 367, ""Others"": 1, ""Pat Buchanan"": 3169, ""Ralph Nader"": 10680}",648124
2000,WI,1242987,1237279,94070,118341,"{""Harry Browne"": 6640, ""Howard Phillips"": 2042, ""John Hagelin"": 853, ""Others"": 3265, ""Pat Buchanan"": 11471, ""Ralph Nader"": 94070}",2598607
2000,WY,60481,147947,4625,9923,"{""Harry Browne"": 1443, ""Howard Phillips"": 720, ""John Hagelin"": 411, ""Pat Buchanan"": 2724, ""Ralph Nader"": 4625}",218351
2000,NATIONAL,50999897,50456002,2882955,3949201,"{""Harry Browne"": 384431, ""Howard Phillips"": 98020, ""John Hagelin"": 83714, ""Others"": 51186, ""Pat Buchanan"": 448895, ""Ralph Nader"": 2882955}",105405100
