year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes,source_url
1984,ME-01,117450,175472,0,0,{},292922,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,ME-02,97065,161028,0,0,{},258093,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,MD,787935,879918,5721,8020,"{""David Bergland"": 5721}",1675873,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,MA,1239606,1310936,0,8911,"{""Other"": 8911}",2559453,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,MI,1529638,2251571,10055,20449,"{""David Bergland"": 10055}",3801658,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,MN,1036364,1032603,2996,15482,"{""David Bergland"": 2996}",2084449,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,MS,352192,581477,2336,6523,"{""David Bergland"": 2336}",940192,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,MO,848583,1274188,0,0,{},2122771,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,MT,146742,232450,5185,5185,"{""David Bergland"": 5185}",384377,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,NE-AL,187866,460054,2079,4170,"{""David Bergland"": 2079}",652090,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,NV,91655,188770,2292,6242,"{""David Bergland"": 2292}",286667,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,NH,120395,267051,735,1508,"{""David Bergland"": 735}",388954,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,NJ,1261323,1933630,6416,22909,"{""David Bergland"": 6416}",3217862,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,NM,201769,307101,4459,5500,"{""David Bergland"": 4459}",514370,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,NY,3119609,3664763,11949,22438,"{""David Bergland"": 11949}",6806810,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,NC,824287,1346481,3794,4593,"{""David Bergland"": 3794}",2175361,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,ND,104429,200336,703,4206,"{""David Bergland"": 703}",308971,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,OH,1825440,2678560,5886,43619,"{""David Bergland"": 5886}",4547619,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,OK,385080,861530,9066,9066,"{""David Bergland"": 9066}",1255676,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,OR,536479,685700,0,4348,"{""Other"": 4348}",1226527,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,PA,2228131,2584323,6982,32449,"{""David Bergland"": 6982}",4844903,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,RI,197106,212080,277,1306,"{""David Bergland"": 277}",410492,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,SC,344470,615539,4360,8531,"{""David Bergland"": 4360}",968540,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,SD,116113,200267,0,1487,"{""Other"": 1487}",317867,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,TN,711714,990212,3072,10067,"{""David Bergland"": 3072}",1711993,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,TX,1949276,3433428,0,14867,"{""Other"": 14867}",5397571,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,UT,155369,469105,2447,5182,"{""David Bergland"": 2447}",629656,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,VT,95730,135865,1002,2966,"{""David Bergland"": 1002}",234561,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,VA,796250,1337078,0,13307,"{""Other"": 13307}",2146635,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,WA,807352,1051670,8844,24888,"{""David Bergland"": 8844}",1883910,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,WV,328125,405483,0,2134,"{""Other"": 2134}",735742,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,WI,995847,1198800,4884,17369,"{""David Bergland"": 4884}",2212016,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,WY,53370,133241,2357,2357,"{""David Bergland"": 2357}",188968,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
1984,NATIONAL,37577352,54455472,228111,620409,"{""David Bergland"": 228111}",92653233,https://en.wikipedia.org/wiki/1984_United_States_presidential_election
