year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes
2016,IA,653669,800983,59186,111379,"{""Johnson/Weld"": 59186, ""McMullin/Finn"": 12366, ""Others"": 28348, ""Stein/Baraka"": 11479}",1566031
2016,KS,427005,671018,55406,86379,"{""Johnson/Weld"": 55406, ""McMullin/Finn"": 6520, ""Others"": 947, ""Stein/Baraka"": 23506}",1184402
2016,KY,628854,1202971,53752,92324,"{""Johnson/Weld"": 53752, ""McMullin/Finn"": 22780, ""Others"": 1879, ""Stein/Baraka"": 13913}",1924149
2016,LA,780154,1178638,37978,70240,"{""Johnson/Weld"": 37978, ""McMullin/Finn"": 8547, ""Others"": 9684, ""Stein/Baraka"": 14031}",2029032
2016,ME-AL,357735,335593,38105,54599,"{""Johnson/Weld"": 38105, ""McMullin/Finn"": 1887, ""Others"": 356, ""Stein/Baraka"": 14251}",747927
2016,ME-01,212774,154384,18592,27171,"{""Johnson/Weld"": 18592, ""McMullin/Finn"": 807, ""Others"": 209, ""Stein/Baraka"": 7563}",394329
2016,ME-02,144817,181177,19510,27422,"{""Johnson/Weld"": 19510, ""McMullin/Finn"": 1080, ""Others"": 147, ""Stein/Baraka"": 6685}",353416
2016,MD,1677928,943169,79605,160349,"{""Johnson/Weld"": 79605, ""McMullin/Finn"": 9630, ""Others"": 35169, ""Stein/Baraka"": 35945}",2781446
2016,MA,1995196,1090893,138018,238957,"{""Johnson/Weld"": 138018, ""McMullin/Finn"": 2719, ""Others"": 50559, ""Stein/Baraka"": 47661}",3325046
2016,MI,2268839,2279543,172136,250902,"{""Johnson/Weld"": 172136, ""McMullin/Finn"": 8177, ""Others"": 19126, ""Stein/Baraka"": 51463}",4799284
2016,MN,1367716,1322951,112972,254146,"{""Johnson/Weld"": 112972, ""McMullin/Finn"": 53076, ""Others"": 51113, ""Stein/Baraka"": 36985}",2944813
2016,MS,485131,700714,14435,23512,"{""Johnson/Weld"": 14435, ""Others"": 5346, ""Stein/Baraka"": 3731}",1209357
2016,MO,1071068,1594511,97359,143026,"{""Johnson/Weld"": 97359, ""McMullin/Finn"": 7071, ""Others"": 13177, ""Stein/Baraka"": 25419}",2808605
2016,MT,177709,279240,28037,40198,"{""Johnson/Weld"": 28037, ""McMullin/Finn"": 2297, ""Others"": 1894, ""Stein/Baraka"": 7970}",497147
2016,NE-AL,284494,495961,38946,63772,"{""Johnson/Weld"": 38946, ""Others"": 16051, ""Stein/Baraka"": 8775}",844227
2016,NE-01,100132,158642,14033,23564,"{""Johnson/Weld"": 14033, ""Others"": 6181, ""Stein/Baraka"": 3374}",282338
2016,NE-02,131030,137564,13245,23086,"{""Johnson/Weld"": 13245, ""Others"": 6494, ""Stein/Baraka"": 3347}",291680
2016,NE-03,53332,199755,11668,17022,"{""Johnson/Weld"": 11668, ""Others"": 3451, ""Stein/Baraka"": 2054}",270109
2016,NV,539260,512058,37384,74067,"{""Johnson/Weld"": 37384, ""Others"": 36683}",1125385
2016,NH,348526,345790,30777,49980,"{""Johnson/Weld"": 30777, ""McMullin/Finn"": 1064, ""Others"": 11643, ""Stein/Baraka"": 6496}",744296
2016,NJ,2148278,1601933,72477,123835,"{""Johnson/Weld"": 72477, ""Others"": 13586, ""Stein/Baraka"": 37772}",3874046
2016,NM,385234,319667,74541,93418,"{""Johnson/Weld"": 74541, ""McMullin/Finn"": 5825, ""Others"": 3173, ""Stein/Baraka"": 9879}",798319
2016,NY,4556124,2819534,176598,345795,"{""Johnson/Weld"": 176598, ""McMullin/Finn"": 10373, ""Others"": 50890, ""Stein/Baraka"": 107934}",7721453
2016,NC,2189316,2362631,130126,189617,"{""Johnson/Weld"": 130126, ""Others"": 47386, ""Stein/Baraka"": 12105}",4741564
2016,ND,93758,216794,21434,33808,"{""Johnson/Weld"": 21434, ""Others"": 8594, ""Stein/Baraka"": 3780}",344360
2016,OH,2394164,2841005,174498,261318,"{""Johnson/Weld"": 174498, ""McMullin/Finn"": 12574, ""Others"": 27975, ""Stein/Baraka"": 46271}",5496487
2016,OK,420375,949136,83481,83481,"{""Johnson/Weld"": 83481}",1452992
2016,OR,1002106,782403,94231,216827,"{""Johnson/Weld"": 94231, ""Others"": 72594, ""Stein/Baraka"": 50002}",2001336
2016,PA,2926441,2970733,146715,268304,"{""Johnson/Weld"": 146715, ""McMullin/Finn"": 6472, ""Others"": 65176, ""Stein/Baraka"": 49941}",6165478
2016,RI,252525,180543,14746,31076,"{""Johnson/Weld"": 14746, ""McMullin/Finn"": 516, ""Others"": 9594, ""Stein/Baraka"": 6220}",464144
2016,SC,855373,1155389,49204,92265,"{""Johnson/Weld"": 49204, ""McMullin/Finn"": 21016, ""Others"": 9011, ""Stein/Baraka"": 13034}",2103027
2016,SD,117458,227721,20850,24914,"{""Johnson/Weld"": 20850, ""Others"": 4064}",370093
2016,TN,870695,1522925,70397,114407,"{""Johnson/Weld"": 70397, ""McMullin/Finn"": 11991, ""Others"": 16026, ""Stein/Baraka"": 15993}",2508027
2016,TX,3877868,4685047,283492,406311,"{""Johnson/Weld"": 283492, ""McMullin/Finn"": 42366, ""Others"": 8895, ""Stein/Baraka"": 71558}",8969226
2016,UT,310676,515231,243690,305523,"{""Johnson/Weld"": 39608, ""McMullin/Finn"": 243690, ""Others"": 12787, ""Stein/Baraka"": 9438}",1131430
2016,VT,178573,95369,10078,41125,"{""Johnson/Weld"": 10078, ""McMullin/Finn"": 639, ""Others"": 23650, ""Stein/Baraka"": 6758}",315067
2016,VA,1981473,1769443,118274,233715,"{""Johnson/Weld"": 118274, ""McMullin/Finn"": 54054, ""Others"": 33749, ""Stein/Baraka"": 27638}",3984631
2016,WA,1742718,1221747,160879,352554,"{""Johnson/Weld"": 160879, ""Others"": 133258, ""Stein/Baraka"": 58417}",3317019
2016,WV,188794,489371,23004,36258,"{""Johnson/Weld"": 23004, ""McMullin/Finn"": 1104, ""Others"": 4075, ""Stein/Baraka"": 8075}",714423
2016,WI,1382536,1405284,106674,188330,"{""Johnson/Weld"": 106674, ""McMullin/Finn"": 11855, ""Others"": 38729, ""Stein/Baraka"": 31072}",2976150
2016,WY,55973,174419,13287,25457,"{""Johnson/Weld"": 13287, ""Others"": 9655, ""Stein/Baraka"": 2515}",255849
2016,NATIONAL,65853516,62984825,4489221,7830896,"{""Johnson/Weld"": 4489221, ""McMullin/Finn"": 731788, ""Others"": 1152671, ""Stein/Baraka"": 1457216}",136669237
