year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes
1908,NY,667468,870070,38451,100812,"{""August Gillhaus"": 3877, ""Eugene Chafin"": 22667, ""Eugene V. Debs"": 38451, ""Thomas"": 35817}",1638350
1908,NC,136928,114887,372,739,"{""Eugene Chafin"": 354, ""Eugene V. Debs"": 372}",252554
1908,ND,32885,57680,2421,3960,"{""Eugene Chafin"": 1496, ""Eugene V. Debs"": 2421, ""Thomas"": 43}",94525
1908,OH,502721,572312,33795,46519,"{""August Gillhaus"": 721, ""Eugene Chafin"": 11402, ""Eugene V. Debs"": 33795, ""Thomas"": 601}",1121552
1908,OK,123907,110550,21752,22460,"{""Eugene V. Debs"": 21752, ""Thomas"": 686}",256917
1908,OR,38049,62530,7339,10310,"{""August Gillhaus"": 274, ""Eugene Chafin"": 2682, ""Eugene V. Debs"": 7339, ""Thomas"": 289}",110889
1908,PA,448782,745779,36694,72889,"{""August Gillhaus"": 1224, ""Eugene Chafin"": 36694, ""Eugene V. Debs"": 33914, ""Thomas"": 1057}",1267450
1908,RI,24706,43942,1365,3669,"{""August Gillhaus"": 183, ""Eugene Chafin"": 1016, ""Eugene V. Debs"": 1365, ""Thomas"": 1105}",72317
1908,SC,62288,3945,100,146,"{""Eugene V. Debs"": 100, ""Thomas"": 46}",66379
1908,SD,40266,67536,4039,6973,"{""Eugene Chafin"": 4039, ""Eugene V. Debs"": 2846, ""Thomas"": 88}",114775
1908,TN,135608,117977,1870,3595,"{""Eugene Chafin"": 301, ""Eugene V. Debs"": 1870, ""Thomas"": 1424}",257180
1908,TX,217302,65666,7870,10789,"{""August Gillhaus"": 176, ""Eugene Chafin"": 1634, ""Eugene V. Debs"": 7870, ""Thomas"": 1109}",293757
1908,UT,42601,61028,4895,4984,"{""Eugene V. Debs"": 4895, ""Thomas"": 87}",108613
1908,VT,11496,39552,804,1632,"{""Eugene Chafin"": 799, ""Thomas"": 804}",52680
1908,VA,82946,52572,1111,1547,"{""August Gillhaus"": 25, ""Eugene Chafin"": 1111, ""Eugene V. Debs"": 255, ""Thomas"": 156}",137065
1908,WA,58691,106062,14177,19126,"{""Eugene Chafin"": 4700, ""Eugene V. Debs"": 14177, ""Thomas"": 249}",183879
1908,WV,111418,137869,5139,8818,"{""Eugene Chafin"": 5139, ""Eugene V. Debs"": 3679}",258105
1908,WI,166662,247747,28147,40032,"{""August Gillhaus"": 318, ""Eugene Chafin"": 11565, ""Eugene V. Debs"": 28147}",454441
1908,WY,14918,20846,1715,1845,"{""Eugene Chafin"": 66, ""Eugene V. Debs"": 1715, ""Thomas"": 64}",37609
1908,NATIONAL,6408979,7678335,420852,801925,"{""August Gillhaus"": 14031, ""Eugene Chafin"": 254087, ""Eugene V. Debs"": 420852, ""Thomas"": 111436}",14889239
