year,abbr,D_votes,R_votes,T_votes,third_party_votes,third_party_results,total_votes,source_url
1904,PA,337998,840949,33717,57791,"{""Charles Corregan"": 2211, ""Eugene V. Debs"": 21863, ""Silas Swallow"": 33717}",1236738,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,RI,24839,41605,956,2212,"{""Charles Corregan"": 488, ""Eugene V. Debs"": 956, ""Silas Swallow"": 768}",68656,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,SC,52563,2554,1,1,"{""Thomas Watson"": 1}",55118,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,SD,21969,72083,3138,7343,"{""Eugene V. Debs"": 3138, ""Silas Swallow"": 2965, ""Thomas Watson"": 1240}",101395,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,TN,131653,105363,2491,5734,"{""Eugene V. Debs"": 1354, ""Silas Swallow"": 1889, ""Thomas Watson"": 2491}",242750,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,TX,167200,51242,8062,15566,"{""Charles Corregan"": 421, ""Eugene V. Debs"": 2791, ""Silas Swallow"": 4292, ""Thomas Watson"": 8062}",234008,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,UT,33413,62446,5767,5813,"{""Eugene V. Debs"": 5767}",101672,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,VT,9777,40459,859,1652,"{""Eugene V. Debs"": 859, ""Silas Swallow"": 792}",51888,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,VA,80649,48180,1379,1581,"{""Eugene V. Debs"": 202, ""Silas Swallow"": 1379}",130410,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,WA,28098,101540,10023,15513,"{""Charles Corregan"": 1592, ""Eugene V. Debs"": 10023, ""Silas Swallow"": 3229, ""Thomas Watson"": 669}",145151,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,WV,100855,132620,4599,6511,"{""Eugene V. Debs"": 1573, ""Silas Swallow"": 4599, ""Thomas Watson"": 339}",239986,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,WI,124205,280315,28240,38921,"{""Charles Corregan"": 249, ""Eugene V. Debs"": 28240, ""Silas Swallow"": 9872, ""Thomas Watson"": 560}",443441,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,WY,8930,20489,1072,1289,"{""Eugene V. Debs"": 1072, ""Silas Swallow"": 217}",30708,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
1904,NATIONAL,5083880,7630557,402810,810658,"{""Charles Corregan"": 33454, ""Eugene V. Debs"": 402810, ""Silas Swallow"": 259103, ""Thomas Watson"": 114062}",13525095,https://en.wikipedia.org/wiki/1904_United_States_presidential_election
