year,state,abbr,class,race_type,round,caption,results,winner,runner_up,color,source_url
2018,Ohio,OH,I,regular,General,"United States Senate election in Ohio, 2018","{""Sherrod Brown (incumbent)"": {""party"": ""Democratic"", ""votes"": 2358508, ""pct"": 53.4}, ""Jim Renacci"": {""party"": ""Republican"", ""votes"": 2057559, ""pct"": 46.58}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 1017, ""pct"": 0.02}}",Sherrod Brown (incumbent),Jim Renacci,blue,https://en.wikipedia.org/wiki/2018_United_States_Senate_election_in_Ohio
2018,Pennsylvania,PA,I,regular,General,"United States Senate election in Pennsylvania, 2018","{""Bob Casey Jr. (incumbent)"": {""party"": ""Democratic"", ""votes"": 2792437, ""pct"": 55.74}, ""Lou Barletta"": {""party"": ""Republican"", ""votes"": 2134848, ""pct"": 42.62}, ""Dale Kerns"": {""party"": ""Libertarian"", ""votes"": 50907, ""pct"": 1.02}, ""Neal Gale"": {""party"": ""Green"", ""votes"": 31208, ""pct"": 0.62}}",Bob Casey Jr. (incumbent),Lou Barletta,blue,https://en.wikipedia.org/wiki/2018_United_States_Senate_election_in_Pennsylvania
2018,Rhode Island,RI,I,regular,General,"United States Senate election in Rhode Island, 2018","{""Sheldon Whitehouse (incumbent)"": {""party"": ""Democratic"", ""votes"": 231477, ""pct"": 61.44}, ""Robert Flanders"": {""party"": ""Republican"", ""votes"": 144421, ""pct"": 38.33}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 840, ""pct"": 0.22}}",Sheldon Whitehouse (incumbent),Robert Flanders,blue,https://en.wikipedia.org/wiki/2018_United_States_Senate_election_in_Rhode_Island
2018,Tennessee,TN,I,regular,General,2018 United States Senate election in Tennessee,"{""Marsha Blackburn"": {""party"": ""Republican"", ""votes"": 1227483, ""pct"": 54.71}, ""Phil Bredesen"": {""party"": ""Democratic"", ""votes"": 985450, ""pct"": 43.92}, ""Trudy Austin"": {""party"": ""Independent"", ""votes"": 9455, ""pct"": 0.42}, ""Dean Hill"": {""party"": ""Independent"", ""votes"": 8717, ""pct"": 0.39}, ""Kris L. Todd"": {""party"": ""Independent"", ""votes"": 5084, ""pct"": 0.23}, ""John Carico"": {""party"": ""Independent"", ""votes"": 3398, ""pct"": 0.15}, ""Breton Phillips"": {""party"": ""Independent"", ""votes"": 2226, ""pct"": 0.1}, ""Kevin Lee McCants"": {""party"": ""Independent"", ""votes"": 1927, ""pct"": 0.09}}",Marsha Blackburn,Phil Bredesen,red,https://en.wikipedia.org/wiki/2018_United_States_Senate_election_in_Tennessee
2018,Texas,TX,I,regular,General,2018 United States Senate election in Texas,"{""Ted Cruz (incumbent)"": {""party"": ""Republican"", ""votes"": 4260553, ""pct"": 50.89}, ""Beto O'Rourke"": {""party"": ""Democratic"", ""votes"": 4045632, ""pct"": 48.33}, ""Neal Dikeman"": {""party"": ""Libertarian"", ""votes"": 65470, ""pct"": 0.78}}",Ted Cruz (incumbent),Beto O'Rourke,red,https://en.wikipedia.org/wiki/2018_United_States_Senate_election_in_Texas
2018,Utah,UT,I,regular,General,"United States Senate general election in Utah, 2018","{""Mitt Romney"": {""party"": ""Republican"", ""votes"": 665215, ""pct"": 62.59}, ""Jenny Wilson"": {""party"": ""Democratic"", ""votes"": 328541, ""pct"": 30.91}, ""Tim Aalders"": {""party"": ""Constitution"", ""votes"": 28774, ""pct"": 2.71}, ""Craig Bowden"": {""party"": ""Libertarian"", ""votes"": 27607, ""pct"": 2.6}, ""Reed McCandless"": {""party"": ""Independent American"", ""votes"": 12708, ""pct"": 1.2}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 52, ""pct"": 0.01}}",Mitt Romney,Jenny Wilson,red,https://en.wikipedia.org/wiki/2018_United_States_Senate_election_in_Utah
2018,Vermont,VT,I,regular,General,"United States Senate election in Vermont, 2018","{""Bernie Sanders (incumbent)"": {""party"": ""Independent"", ""votes"": 183649, ""pct"": 67.44}, ""Lawrence Zupan"": {""party"": ""Republican"", ""votes"": 74815, ""pct"": 27.47}, ""Brad J. Peacock"": {""party"": ""Independent"", ""votes"": 3665, ""pct"": 1.35}, ""Russell Beste"": {""party"": ""Independent"", ""votes"": 2763, ""pct"": 1.02}, ""Edward S. Gilbert, Jr."": {""party"": ""Independent"", ""votes"": 2244, ""pct"": 0.82}, ""Folasade Adeluola"": {""party"": ""Independent"", ""votes"": 1979, ""pct"": 0.73}, ""Reid Kane"": {""party"": ""Liberty Union"", ""votes"": 1171, ""pct"": 0.43}, ""Jon Svitavsky"": {""party"": ""Independent"", ""votes"": 1130, ""pct"": 0.42}, ""Bruce Busa"": {""party"": ""Independent"", ""votes"": 914, ""pct"": 0.34}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 294, ""pct"": 0.11}}",Bernie Sanders (incumbent),Lawrence Zupan,yellow,https://en.wikipedia.org/wiki/2018_United_States_Senate_election_in_Vermont
2018,Virginia,VA,I,regular,General,"United States Senate election in Virginia, 2018","{""Tim Kaine (incumbent)"": {""party"": ""Democratic"", ""votes"": 1910370, ""pct"": 57.0}, ""Corey Stewart"": {""party"": ""Republican"", ""votes"": 1374313, ""pct"": 41.01}, ""Matt Waters"": {""party"": ""Libertarian"", ""votes"": 61565, ""pct"": 1.84}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 5125, ""pct"": 0.15}}",Tim Kaine (incumbent),Corey Stewart,blue,https://en.wikipedia.org/wiki/2018_United_States_Senate_election_in_Virginia
2018,Washington,WA,I,regular,General,"United States Senate election in Washington, 2018","{""Maria Cantwell (incumbent)"": {""party"": ""Democratic"", ""votes"": 1803364, ""pct"": 58.43}, ""Susan Hutchison"": {""party"": ""Republican"", ""votes"": 1282804, ""pct"": 41.57}}",Maria Cantwell (incumbent),Susan Hutchison,blue,https://en.wikipedia.org/wiki/2018_United_States_Senate_election_in_Washington
2018,West Virginia,WV,I,regular,General,"United States Senate election in West Virginia, 2018","{""Joe Manchin (incumbent)"": {""party"": ""Democratic"", ""votes"": 290510, ""pct"": 49.57}, ""Patrick Morrisey"": {""party"": ""Republican"", ""votes"": 271113, ""pct"": 46.26}, ""Rusty Hollen"": {""party"": ""Libertarian"", ""votes"": 24411, ""pct"": 4.17}}",Joe Manchin (incumbent),Patrick Morrisey,blue,https://en.wikipedia.org/wiki/2018_United_States_Senate_election_in_West_Virginia
2018,Wisconsin,WI,I,regular,General,"United States Senate election in Wisconsin, 2018","{""Tammy Baldwin (incumbent)"": {""party"": ""Democratic"", ""votes"": 1472914, ""pct"": 55.36}, ""Leah Vukmir"": {""party"": ""Republican"", ""votes"": 1184885, ""pct"": 44.53}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 2964, ""pct"": 0.11}}",Tammy Baldwin (incumbent),Leah Vukmir,blue,https://en.wikipedia.org/wiki/2018_United_States_Senate_election_in_Wisconsin
2018,Wyoming,WY,I,regular,General,"United States Senate election in Wyoming, 2018","{""John Barrasso (incumbent)"": {""party"": ""Republican"", ""votes"": 136210, ""pct"": 66.96}, ""Gary Trauner"": {""party"": ""Democratic"", ""votes"": 61227, ""pct"": 30.1}, ""Joseph Porambo"": {""party"": ""Libertarian"", ""votes"": 5658, ""pct"": 2.78}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 325, ""pct"": 0.16}}",John Barrasso (incumbent),Gary Trauner,red,https://en.wikipedia.org/wiki/2018_United_States_Senate_election_in_Wyoming
