year,abbr,D_votes,R_votes,T_votes,total_votes,electoral_votes,D_delta,R_delta,total_delta,pres_margin,pres_margin_delta,national_margin,national_margin_delta,relative_margin,relative_margin_delta,third_party_share,third_party_national_share,third_party_relative_share,two_party_margin,two_party_margin_delta,two_party_national_margin,two_party_national_margin_delta,two_party_relative_margin,two_party_relative_margin_delta,color,pres_margin_str,pres_margin_delta_str,national_margin_str,national_margin_delta_str,relative_margin_str,relative_margin_delta_str,third_party_share_str,third_party_national_share_str,third_party_relative_share_str,two_party_margin_str,two_party_margin_delta_str,two_party_national_margin_str,two_party_national_margin_delta_str,two_party_relative_margin_str,two_party_relative_margin_delta_str
1984,IA,605620,703088,11097,1319805,8,96948,27062,2144,-0.073850303643,0.053158084705,-0.182164393551,-0.084798235282,0.108314089908,0.137956319987,0.008408060281632514,0.0066960318589206706,0.0017120284227118438,-0.07447650660040284,0.06678649882376433,-0.1833923948698999,-0.07728556603823501,0.10891588826949705,0.14407206486199936,red,R+7.4,D+5.3,R+18.2,R+8.5,D+10.8,D+13.8,0.84%,0.67%,0.17%,R+7.4,D+6.7,R+18.3,R+7.7,D+10.9,D+14.4
1984,ID,108510,297523,5111,411144,4,-1682,6824,-26287,-0.459724573385,-0.047072063618,-0.182164393551,-0.084798235282,-0.277560179834,0.037726171663,0.012431167668748662,0.0066960318589206706,0.005735135809827992,-0.46551142394829975,-0.015246888201675357,-0.1833923948698999,-0.07728556603823501,-0.28211902907839986,0.06203867783655964,red,R+46.0,R+4.7,R+18.2,R+8.5,R+27.8,D+3.8,1.24%,0.67%,0.57%,R+46.6,R+1.5,R+18.3,R+7.7,R+28.2,D+6.2
1984,IL,2086499,2707103,25486,4819088,24,105086,349054,69367,-0.128780383342,-0.049483936246,-0.182164393551,-0.084798235282,0.053384010209,0.035314299036,0.0052885525228009945,0.0066960318589206706,-0.001407479336119676,-0.129465066144415,-0.04267181850219576,-0.1833923948698999,-0.07728556603823501,0.05392732872548489,0.034613747536039255,red,R+12.9,R+4.9,R+18.2,R+8.5,D+5.3,D+3.5,0.53%,0.67%,-0.14%,R+12.9,R+4.3,R+18.3,R+7.7,D+5.4,D+3.5
1984,IN,841481,1377230,14358,2233069,12,-2716,121574,-8964,-0.239916007969,-0.056395515630,-0.182164393551,-0.084798235282,-0.057751614418,0.028402719651,0.006429716233578094,0.0066960318589206706,-0.0002663156253425768,-0.24146858243367433,-0.04552200903067899,-0.1833923948698999,-0.07728556603823501,-0.058076187563774445,0.03176355700755602,red,R+24.0,R+5.6,R+18.2,R+8.5,R+5.8,D+2.8,0.64%,0.67%,-0.03%,R+24.1,R+4.6,R+18.3,R+7.7,R+5.8,D+3.2
1984,KS,333149,677296,11546,1021991,7,6999,110484,42196,-0.336741712990,-0.091116862893,-0.182164393551,-0.084798235282,-0.154577319438,-0.006318627612,0.011297555457924777,0.0066960318589206706,0.0046015235990041065,-0.3405895422313931,-0.07107975346098627,-0.1833923948698999,-0.07728556603823501,-0.1571971473614932,0.006205812577248726,red,R+33.7,R+9.1,R+18.2,R+8.5,R+15.5,R+0.6,1.13%,0.67%,0.46%,R+34.1,R+7.1,R+18.3,R+7.7,R+15.7,D+0.6
1984,KY,539589,822782,8090,1370461,9,-76828,187508,75834,-0.206640685142,-0.192075099842,-0.182164393551,-0.084798235282,-0.024476291591,-0.107276864560,0.005903123109668936,0.0066960318589206706,-0.0007929087492517346,-0.20786775408460692,-0.19280253431391273,-0.1833923948698999,-0.07728556603823501,-0.024475359214707032,-0.1155169682756777,red,R+20.7,R+19.2,R+18.2,R+8.5,R+2.4,R+10.7,0.59%,0.67%,-0.08%,R+20.8,R+19.3,R+18.3,R+7.7,R+2.4,R+11.6
1984,LA,651586,1037299,17937,1706822,10,-56867,244446,158231,-0.225983142941,-0.171481986728,-0.182164393551,-0.084798235282,-0.043818749389,-0.086683751447,0.010509004453891501,0.0066960318589206706,0.003812972594970831,-0.228383223250843,-0.1721655034788578,-0.1833923948698999,-0.07728556603823501,-0.04499082838094312,-0.09487993744062281,red,R+22.6,R+17.1,R+18.2,R+8.5,R+4.4,R+8.7,1.05%,0.67%,0.38%,R+22.8,R+17.2,R+18.3,R+7.7,R+4.5,R+9.5
1984,MA,1239606,1310936,8911,2559453,13,185804,253305,35155,-0.027869236122,-0.026352378762,-0.182164393551,-0.084798235282,0.154295157429,0.058445856520,0.003481603295704199,0.0066960318589206706,-0.0032144285632164714,-0.027966604745187494,-0.026153144408061,-0.1833923948698999,-0.07728556603823501,0.1554257901247124,0.05113242163017401,red,R+2.8,R+2.6,R+18.2,R+8.5,D+15.4,D+5.8,0.35%,0.67%,-0.32%,R+2.8,R+2.6,R+18.3,R+7.7,D+15.5,D+5.1
1984,MD,787935,879918,8020,1675873,10,61774,199312,135377,-0.054886617303,-0.084458261761,-0.182164393551,-0.084798235282,0.127277776248,0.000339973521,0.004785565493327955,0.0066960318589206706,-0.0019104663655927154,-0.05515054384289263,-0.08753330516726263,-0.1833923948698999,-0.07728556603823501,0.12824185102700725,-0.010247739129027628,red,R+5.5,R+8.4,R+18.2,R+8.5,D+12.7,D+0.0,0.48%,0.67%,-0.19%,R+5.5,R+8.8,R+18.3,R+7.7,D+12.8,R+1.0
1984,ME-01,117450,175472,0,292922,1,-163,49198,18146,-0.198080034958,-0.166559814852,-0.182164393551,-0.084798235282,-0.015915641407,-0.081761579570,0.0,0.0066960318589206706,-0.0066960318589206706,-0.19808003495811172,-0.16256768702648766,-0.1833923948698999,-0.07728556603823501,-0.014687640088211829,-0.08528212098825264,red,R+19.8,R+16.7,R+18.2,R+8.5,R+1.6,R+8.2,0.00%,0.67%,-0.67%,R+19.8,R+16.3,R+18.3,R+7.7,R+1.5,R+8.5
1984,ME-02,97065,161028,0,258093,1,-6296,48780,20046,-0.247829270844,-0.210496307186,-0.182164393551,-0.084798235282,-0.065664877293,-0.125698071904,0.0,0.0066960318589206706,-0.0066960318589206706,-0.24782927084423056,-0.20661113987567173,-0.1833923948698999,-0.07728556603823501,-0.06443687597433068,-0.12932557383743673,red,R+24.8,R+21.0,R+18.2,R+8.5,R+6.6,R+12.6,0.00%,0.67%,-0.67%,R+24.8,R+20.7,R+18.3,R+7.7,R+6.4,R+12.9
1984,ME-AL,214515,336500,2129,553144,2,-6459,97978,30133,-0.220530277830,-0.186978402248,-0.182164393551,-0.084798235282,-0.038365884279,-0.102180166966,0.003848907336968312,0.0066960318589206706,-0.0028471245219523584,-0.22138235801203235,-0.18319268933156505,-0.1833923948698999,-0.07728556603823501,-0.03798996314213246,-0.10590712329333005,red,R+22.1,R+18.7,R+18.2,R+8.5,R+3.8,R+10.2,0.38%,0.67%,-0.28%,R+22.1,R+18.3,R+18.3,R+7.7,R+3.8,R+10.6
1984,MI,1529638,2251571,20449,3801658,20,-131894,336346,-108067,-0.189899512265,-0.125011828349,-0.182164393551,-0.084798235282,-0.007735118714,-0.040213593067,0.005378968860428792,0.0066960318589206706,-0.0013170629984918785,-0.1909264999633715,-0.11999828202740324,-0.1833923948698999,-0.07728556603823501,-0.007534105093471605,-0.04271271598916823,red,R+19.0,R+12.5,R+18.2,R+8.5,R+0.8,R+4.0,0.54%,0.67%,-0.13%,R+19.1,R+12.0,R+18.3,R+7.7,R+0.8,R+4.3
1984,MN,1036364,1032603,15482,2084449,10,82190,159362,32496,0.001804313754,-0.037637622782,-0.182164393551,-0.084798235282,0.183968707305,0.047160612500,0.007427382488129956,0.0066960318589206706,0.0007313506292092858,0.0018178153638989893,-0.04247042786492424,-0.1833923948698999,-0.07728556603823501,0.18521021023379888,0.03481513817331078,deepskyblue,D+0.2,R+3.8,R+18.2,R+8.5,D+18.4,D+4.7,0.74%,0.67%,0.07%,D+0.2,R+4.2,R+18.3,R+7.7,D+18.5,D+3.5
1984,MO,848583,1274188,0,2122771,11,-82599,200007,22947,-0.200495013358,-0.132394543985,-0.182164393551,-0.084798235282,-0.018330619806,-0.047596308703,0.0,0.0066960318589206706,-0.0066960318589206706,-0.2004950133575407,-0.1291867265286723,-0.1833923948698999,-0.07728556603823501,-0.017102618487640803,-0.05190116049043729,red,R+20.0,R+13.2,R+18.2,R+8.5,R+1.8,R+4.8,0.00%,0.67%,-0.67%,R+20.0,R+12.9,R+18.3,R+7.7,R+1.7,R+5.2
1984,MS,352192,581477,6523,940192,7,-77089,140388,47572,-0.243870400939,-0.230641927457,-0.182164393551,-0.084798235282,-0.061706007388,-0.145843692175,0.006937944590041183,0.0066960318589206706,0.0002419127311205126,-0.2455741809999047,-0.23200753692899231,-0.1833923948698999,-0.07728556603823501,-0.0621817861300048,-0.1547219708907573,red,R+24.4,R+23.1,R+18.2,R+8.5,R+6.2,R+14.6,0.69%,0.67%,0.02%,R+24.6,R+23.2,R+18.3,R+7.7,R+6.2,R+15.5
1984,MT,146742,232450,5185,384377,4,28710,25636,20425,-0.222979002386,0.020959758770,-0.182164393551,-0.084798235282,-0.040814608835,0.105757994051,0.013489360705765433,0.0066960318589206706,0.006793328846844762,-0.22602797527373994,0.047276913812165394,-0.1833923948698999,-0.07728556603823501,-0.04263558040384005,0.12456247985040039,red,R+22.3,D+2.1,R+18.2,R+8.5,R+4.1,D+10.6,1.35%,0.67%,0.68%,R+22.6,D+4.7,R+18.3,R+7.7,R+4.3,D+12.5
1984,NATIONAL,37577352,54455472,620409,92653233,0,2097237,10552242,6143555,-0.182164393551,-0.084798235282,-0.182164393551,-0.084798235282,0.000000000000,0.000000000000,0.0066960318589206706,0.0066960318589206706,0.0,-0.1833923948698999,-0.07728556603823501,-0.1833923948698999,-0.07728556603823501,0.0,0.0,red,R+18.2,R+8.5,R+18.2,R+8.5,EVEN,EVEN,0.67%,0.67%,0.00%,R+18.3,R+7.7,R+18.3,R+7.7,EVEN,EVEN
1984,NC,824287,1346481,4593,2175361,13,-51348,431463,319528,-0.240049352728,-0.218828154485,-0.182164393551,-0.084798235282,-0.057884959177,-0.134029919203,0.0021113736984344207,0.0066960318589206706,-0.004584658160486249,-0.2405572589977372,-0.21856360640284583,-0.1833923948698999,-0.07728556603823501,-0.057164864127837306,-0.14127804036461084,red,R+24.0,R+21.9,R+18.2,R+8.5,R+5.8,R+13.4,0.21%,0.67%,-0.46%,R+24.1,R+21.9,R+18.3,R+7.7,R+5.7,R+14.1
1984,ND,104429,200336,4206,308971,3,25240,6641,7426,-0.310407772898,0.069323278852,-0.182164393551,-0.084798235282,-0.128243379347,0.154121514134,0.013612928074155827,0.0066960318589206706,0.006916896215235157,-0.31469164766295343,0.10492254737962875,-0.1833923948698999,-0.07728556603823501,-0.13129925279305354,0.18220811341786375,red,R+31.0,D+6.9,R+18.2,R+8.5,R+12.8,D+15.4,1.36%,0.67%,0.69%,R+31.5,D+10.5,R+18.3,R+7.7,R+13.1,D+18.2
1984,NE-AL,187866,460054,4170,652090,5,21015,40117,11236,-0.417408639912,-0.022488736158,-0.182164393551,-0.084798235282,-0.235244246361,0.062309499123,0.0063948228005336685,0.0066960318589206706,-0.00030120905838700203,-0.42009507346586,0.011212315233295411,-0.1833923948698999,-0.07728556603823501,-0.23670267859596011,0.08849788127153041,red,R+41.7,R+2.2,R+18.2,R+8.5,R+23.5,D+6.2,0.64%,0.67%,-0.03%,R+42.0,D+1.1,R+18.3,R+7.7,R+23.7,D+8.8
1984,NH,120395,267051,1508,388954,4,11531,45346,4955,-0.377052299244,-0.083194763156,-0.182164393551,-0.084798235282,-0.194887905692,0.001603472125,0.003877065154234177,0.0066960318589206706,-0.0028189667046864936,-0.37851984534619015,-0.037165997889229585,-0.1833923948698999,-0.07728556603823501,-0.19512745047629027,0.04011956814900541,red,R+37.7,R+8.3,R+18.2,R+8.5,R+19.5,D+0.2,0.39%,0.67%,-0.28%,R+37.9,R+3.7,R+18.3,R+7.7,R+19.5,D+4.0
1984,NJ,1261323,1933630,22909,3217862,16,113959,387073,242178,-0.208929717931,-0.074778040535,-0.182164393551,-0.084798235282,-0.026765324380,0.010020194747,0.007119323327103524,0.0066960318589206706,0.0004232914681828537,-0.21042782162992696,-0.06224493133730144,-0.1833923948698999,-0.07728556603823501,-0.02703542676002707,0.015040634700933572,red,R+20.9,R+7.5,R+18.2,R+8.5,R+2.7,D+1.0,0.71%,0.67%,0.04%,R+21.0,R+6.2,R+18.3,R+7.7,R+2.7,D+1.5
1984,NM,201769,307101,5500,514370,5,33943,56322,58133,-0.204778661275,-0.022958686130,-0.182164393551,-0.084798235282,-0.022614267724,0.061839549151,0.010692692031028248,0.0066960318589206706,0.003996660172107577,-0.20699196258376404,-0.008826627721543079,-0.1833923948698999,-0.07728556603823501,-0.02359956771386415,0.06845893831669193,red,R+20.5,R+2.3,R+18.2,R+8.5,R+2.3,D+6.2,1.07%,0.67%,0.40%,R+20.7,R+0.9,R+18.3,R+7.7,R+2.4,D+6.8
1984,NV,91655,188770,6242,286667,4,24989,33753,38782,-0.338772861892,0.017646445448,-0.182164393551,-0.084798235282,-0.156608468341,0.102444680730,0.0217743932855892,0.0066960318589206706,0.01507836142666853,-0.3463136310956584,0.05223294216435703,-0.1833923948698999,-0.07728556603823501,-0.1629212362257585,0.12951850820259203,red,R+33.9,D+1.8,R+18.2,R+8.5,R+15.7,D+10.2,2.18%,0.67%,1.51%,R+34.6,D+5.2,R+18.3,R+7.7,R+16.3,D+13.0
1984,NY,3119609,3664763,22438,6806810,36,391237,770932,604851,-0.080089498605,-0.053410992668,-0.182164393551,-0.084798235282,0.102074894946,0.031387242613,0.0032964046300690045,0.0066960318589206706,-0.003399627228851666,-0.08035437915255826,-0.050924812130520816,-0.1833923948698999,-0.07728556603823501,0.10303801571734163,0.026360753907714196,red,R+8.0,R+5.3,R+18.2,R+8.5,D+10.2,D+3.1,0.33%,0.67%,-0.34%,R+8.0,R+5.1,R+18.3,R+7.7,D+10.3,D+2.6
1984,OH,1825440,2678560,43619,4547619,23,73026,472015,264016,-0.187597070027,-0.081580942949,-0.182164393551,-0.084798235282,-0.005432676476,0.003217292332,0.009591612665880761,0.0066960318589206706,0.002895580806960091,-0.1894138543516874,-0.07470415415019503,-0.1833923948698999,-0.07728556603823501,-0.0060214594817875056,0.0025814118880399806,red,R+18.8,R+8.2,R+18.2,R+8.5,R+0.5,D+0.3,0.96%,0.67%,0.29%,R+18.9,R+7.5,R+18.3,R+7.7,R+0.6,D+0.3
1984,OK,385080,861530,9066,1255676,8,-16946,165960,105968,-0.379437052233,-0.124116570859,-0.182164393551,-0.084798235282,-0.197272658682,-0.039318335577,0.007220015354279289,0.0066960318589206706,0.0005239834953586183,-0.3821965169539792,-0.11475385134659727,-0.1833923948698999,-0.07728556603823501,-0.19880412208407933,-0.03746828530836227,red,R+37.9,R+12.4,R+18.2,R+8.5,R+19.7,R+3.9,0.72%,0.67%,0.05%,R+38.2,R+11.5,R+18.3,R+7.7,R+19.9,R+3.7
1984,OR,536479,685700,4348,1226527,7,79589,114656,45011,-0.121661406557,-0.025044856294,-0.182164393551,-0.084798235282,0.060502986994,0.059753378987,0.003544968842919887,0.0066960318589206706,-0.0031510630160007836,-0.12209422678674728,-0.011042349915274988,-0.1833923948698999,-0.07728556603823501,0.06129816808315261,0.06624321612296002,red,R+12.2,R+2.5,R+18.2,R+8.5,D+6.1,D+6.0,0.35%,0.67%,-0.32%,R+12.2,R+1.1,R+18.3,R+7.7,D+6.1,D+6.6
1984,PA,2228131,2584323,32449,4844903,25,290591,322451,283402,-0.073518912556,-0.002416878379,-0.182164393551,-0.084798235282,0.108645480995,0.082381356902,0.006697554109958445,0.0066960318589206706,1.5222510377742304e-06,-0.07401462954243303,0.003218087799899655,-0.1833923948698999,-0.07728556603823501,0.10937776532746686,0.08050365383813467,red,R+7.4,R+0.2,R+18.2,R+8.5,D+10.9,D+8.2,0.67%,0.67%,0.00%,R+7.4,D+0.3,R+18.3,R+7.7,D+10.9,D+8.1
1984,RI,197106,212080,1306,410492,4,-1236,57287,-5580,-0.036478177407,-0.141145158122,-0.182164393551,-0.084798235282,0.145686216145,-0.056346922840,0.003181547996063261,0.0066960318589206706,-0.0035144838628574098,-0.036594604898505814,-0.15991571438921048,-0.1833923948698999,-0.07728556603823501,0.1467977899713941,-0.08263014835097549,red,R+3.6,R+14.1,R+18.2,R+8.5,D+14.6,R+5.6,0.32%,0.67%,-0.35%,R+3.7,R+16.0,R+18.3,R+7.7,D+14.7,R+8.3
1984,SC,344470,615539,8531,968540,8,-83090,174332,78457,-0.279873830714,-0.264541552713,-0.182164393551,-0.084798235282,-0.097709437163,-0.179743317432,0.008808102917793792,0.0066960318589206706,0.0021120710588731217,-0.2823608945332804,-0.26665242494362057,-0.1833923948698999,-0.07728556603823501,-0.0989684996633805,-0.18936685890538557,red,R+28.0,R+26.5,R+18.2,R+8.5,R+9.8,R+18.0,0.88%,0.67%,0.21%,R+28.2,R+26.7,R+18.3,R+7.7,R+9.9,R+18.9
1984,SD,116113,200267,1487,317867,3,12258,1924,-9836,-0.264745947204,0.023588306678,-0.182164393551,-0.084798235282,-0.082581553653,0.108386541960,0.004678057174856151,0.0066960318589206706,-0.00201797468406452,-0.26599026487135724,0.046678912290635866,-0.1833923948698999,-0.07728556603823501,-0.08259787000145735,0.12396447832887086,red,R+26.5,D+2.4,R+18.2,R+8.5,R+8.3,D+10.8,0.47%,0.67%,-0.20%,R+26.6,D+4.7,R+18.3,R+7.7,R+8.3,D+12.4
1984,TN,711714,990212,10067,1711993,11,-71337,202451,94377,-0.162674730563,-0.159763038294,-0.182164393551,-0.084798235282,0.019489662989,-0.074964803013,0.005880281052551032,0.0066960318589206706,-0.0008157508063696382,-0.1636369618890598,-0.1606385126793517,-0.1833923948698999,-0.07728556603823501,0.019755432980840093,-0.08335294664111668,red,R+16.3,R+16.0,R+18.2,R+8.5,D+1.9,R+7.5,0.59%,0.67%,-0.08%,R+16.4,R+16.1,R+18.3,R+7.7,D+2.0,R+8.3
1984,TX,1949276,3433428,14867,5397571,29,68129,922723,855934,-0.274966647034,-0.136347466329,-0.182164393551,-0.084798235282,-0.092802253483,-0.051549231048,0.0027543871122769855,0.0066960318589206706,-0.0039416447466436855,-0.2757261034602683,-0.1323792875839592,-0.1833923948698999,-0.07728556603823501,-0.09233370859036844,-0.055093721545724186,red,R+27.5,R+13.6,R+18.2,R+8.5,R+9.3,R+5.2,0.28%,0.67%,-0.39%,R+27.6,R+13.2,R+18.3,R+7.7,R+9.2,R+5.5
1984,UT,155369,469105,5182,629656,5,31103,29418,25434,-0.498265719695,0.023762607642,-0.182164393551,-0.084798235282,-0.316101326143,0.108560842924,0.00822989060693458,0.0066960318589206706,0.0015338587480139103,-0.502400420193635,0.05690328064668326,-0.1833923948698999,-0.07728556603823501,-0.31900802532373507,0.13418884668491826,red,R+49.8,D+2.4,R+18.2,R+8.5,R+31.6,D+10.9,0.82%,0.67%,0.15%,R+50.2,D+5.7,R+18.3,R+7.7,R+31.9,D+13.4
1984,VA,796250,1337078,13307,2146635,12,44076,347469,280603,-0.251942225856,-0.124701642629,-0.182164393551,-0.084798235282,-0.069777832305,-0.039903407347,0.006199004488420249,0.0066960318589206706,-0.0004970273705004217,-0.25351375878439697,-0.11719654820190764,-0.1833923948698999,-0.07728556603823501,-0.07012136391449708,-0.03991098216367263,red,R+25.2,R+12.5,R+18.2,R+8.5,R+7.0,R+4.0,0.62%,0.67%,-0.05%,R+25.4,R+11.7,R+18.3,R+7.7,R+7.0,R+4.0
1984,VT,95730,135865,2966,234561,3,13839,41267,21354,-0.171106876250,-0.111507519756,-0.182164393551,-0.084798235282,0.011057517301,-0.026709284474,0.012644898342009115,0.0066960318589206706,0.005948866483088445,-0.17329821455558195,-0.10129939309928722,-0.1833923948698999,-0.07728556603823501,0.010094180314317941,-0.024013827061052206,red,R+17.1,R+11.2,R+18.2,R+8.5,D+1.1,R+2.7,1.26%,0.67%,0.59%,R+17.3,R+10.1,R+18.3,R+7.7,D+1.0,R+2.4
1984,WA,807352,1051670,24888,1883910,10,157159,186426,141516,-0.129686662314,-0.006263946212,-0.182164393551,-0.084798235282,0.052477731237,0.078534289070,0.013210822173033744,0.0066960318589206706,0.0065147903141130736,-0.13142286643191958,0.010484055465856429,-0.1833923948698999,-0.07728556603823501,0.051969528437980306,0.08776962150409144,red,R+13.0,R+0.6,R+18.2,R+8.5,D+5.2,D+7.9,1.32%,0.67%,0.65%,R+13.1,D+1.0,R+18.3,R+7.7,D+5.2,D+8.8
1984,WI,995847,1198800,17369,2212016,11,14263,109955,-61205,-0.091750240505,-0.044565650885,-0.182164393551,-0.084798235282,0.090414153047,0.040232584397,0.00785211318543808,0.0066960318589206706,0.00115608132651741,-0.09247637547177291,-0.04067020390056714,-0.1833923948698999,-0.07728556603823501,0.09091601939812698,0.036615362137667876,red,R+9.2,R+4.5,R+18.2,R+8.5,D+9.0,D+4.0,0.79%,0.67%,0.12%,R+9.2,R+4.1,R+18.3,R+7.7,D+9.1,D+3.7
1984,WV,328125,405483,2134,735742,6,-39337,71277,-1973,-0.105142835396,-0.150222574862,-0.182164393551,-0.084798235282,0.077021558155,-0.065424339580,0.0029004732637255993,0.0066960318589206706,-0.0037955585951950713,-0.10544868649196847,-0.15284432089456343,-0.1833923948698999,-0.07728556603823501,0.07794370837793142,-0.07555875485632842,red,R+10.5,R+15.0,R+18.2,R+8.5,D+7.7,R+6.5,0.29%,0.67%,-0.38%,R+10.5,R+15.3,R+18.3,R+7.7,D+7.8,R+7.6
1984,WY,53370,133241,2357,188968,3,3943,22541,12255,-0.422669446679,-0.075932081573,-0.182164393551,-0.084798235282,-0.240505053128,0.008866153709,0.012473011303501123,0.0066960318589206706,0.005776979444580452,-0.42800799524143807,-0.04535547567884085,-0.1833923948698999,-0.07728556603823501,-0.24461560037153818,0.03193009035939415,red,R+42.3,R+7.6,R+18.2,R+8.5,R+24.1,D+0.9,1.25%,0.67%,0.58%,R+42.8,R+4.5,R+18.3,R+7.7,R+24.5,D+3.2
1988,AK,72584,119251,8281,200116,3,10577,-19126,-7489,-0.233199744148,0.134662301563,-0.077265628707,0.104898764844,-0.155934115442,0.029763536719,0.04138099902056807,0.009810754741819848,0.03157024427874822,-0.24326634868506788,0.13785190426925978,-0.07803117341144418,0.10536122145845571,-0.1652351752736237,0.032490682810804083,red,R+23.3,D+13.5,R+7.7,D+10.5,R+15.6,D+3.0,4.14%,0.98%,3.16%,R+24.3,D+13.8,R+7.8,D+10.5,R+16.5,D+3.2
1988,AL,549506,815576,13394,1378476,9,-2393,-57273,-63237,-0.193017506290,0.029599616536,-0.077265628707,0.104898764844,-0.115751877583,-0.075299148308,0.009716527527501385,0.009810754741819848,-9.422721431846283e-05,-0.19491136796177813,0.03035653906458724,-0.07803117341144418,0.10536122145845571,-0.11688019455033395,-0.07500468239386847,red,R+19.3,D+3.0,R+7.7,D+10.5,R+11.6,R+7.5,0.97%,0.98%,-0.01%,R+19.5,D+3.0,R+7.8,D+10.5,R+11.7,R+7.5
1988,AR,349237,466578,11923,827738,6,10591,-68196,-56668,-0.141761040329,0.080001362911,-0.077265628707,0.104898764844,-0.064495411622,-0.024897401933,0.014404316341644336,0.009810754741819848,0.004593561599824488,-0.1438328542623021,0.08071890777657953,-0.07803117341144418,0.10536122145845571,-0.06580168085085793,-0.02464231368187618,red,R+14.2,D+8.0,R+7.7,D+10.5,R+6.4,R+2.5,1.44%,0.98%,0.46%,R+14.4,D+8.1,R+7.8,D+10.5,R+6.6,R+2.5
1988,AZ,454029,702541,15303,1171873,7,120175,21125,145976,-0.212063935256,0.126724461630,-0.077265628707,0.104898764844,-0.134798306549,0.021825696786,0.013058582286647103,0.009810754741819848,0.0032478275448272545,-0.21486983061985007,0.12746472078027007,-0.07803117341144418,0.10536122145845571,-0.13683865720840588,0.02210349932181438,red,R+21.2,D+12.7,R+7.7,D+10.5,R+13.5,D+2.2,1.31%,0.98%,0.32%,R+21.5,D+12.7,R+7.8,D+10.5,R+13.7,D+2.2
1988,CA,4702233,5054917,129914,9887064,47,779714,-412092,381641,-0.035671256907,0.126813884470,-0.077265628707,0.104898764844,0.041594371800,0.021915119625,0.013139795595537766,0.009810754741819848,0.0033290408537179177,-0.036146210727517766,0.12834448571643553,-0.07803117341144418,0.10536122145845571,0.04188496268392641,0.022983264257979835,red,R+3.6,D+12.7,R+7.7,D+10.5,D+4.2,D+2.2,1.31%,0.98%,0.33%,R+3.6,D+12.8,R+7.8,D+10.5,D+4.2,D+2.3
1988,CO,621453,728177,22764,1372394,8,166479,-93641,77013,-0.077764840126,0.205429061900,-0.077265628707,0.104898764844,-0.000499211419,0.100530297055,0.01658707339146047,0.009810754741819848,0.006776318649640621,-0.07907648762994302,0.20824047550892377,-0.07803117341144418,0.10536122145845571,-0.0010453142184988357,0.10287925405046806,red,R+7.8,D+20.5,R+7.7,D+10.5,R+0.0,D+10.1,1.66%,0.98%,0.68%,R+7.9,D+20.8,R+7.8,D+10.5,R+0.1,D+10.3
1988,CT,676584,750241,16569,1443394,8,106987,-140636,-23506,-0.051030418583,0.167989282828,-0.077265628707,0.104898764844,0.026235210124,0.063090517984,0.011479194177057684,0.009810754741819848,0.001668439435237836,-0.05162300912865979,0.1683603661317009,-0.07803117341144418,0.10536122145845571,0.02640816428278439,0.06299914467324519,red,R+5.1,D+16.8,R+7.7,D+10.5,D+2.6,D+6.3,1.15%,0.98%,0.17%,R+5.2,D+16.8,R+7.8,D+10.5,D+2.6,D+6.3
1988,DC,159407,27590,5880,192877,3,-21001,-1419,-18411,0.683425188073,-0.033127574033,-0.077265628707,0.104898764844,0.760690816780,-0.138026338878,0.03048574998574221,0.009810754741819848,0.020674995243922363,0.7049150521131355,-0.018039626828879718,-0.07803117341144418,0.10536122145845571,0.7829462255245797,-0.12340084828733544,deepskyblue,D+68.3,R+3.3,R+7.7,D+10.5,D+76.1,R+13.8,3.05%,0.98%,2.07%,D+70.5,R+1.8,R+7.8,D+10.5,D+78.3,R+12.3
1988,DE,108647,139639,1605,249891,3,6991,-12551,-4681,-0.124022073624,0.074483653636,-0.077265628707,0.104898764844,-0.046756444917,-0.030415111209,0.006422800340948653,0.009810754741819848,-0.003387954400871195,-0.1248237919173856,0.07424966206652592,-0.07803117341144418,0.10536122145845571,-0.04679261850594142,-0.03111155939192979,red,R+12.4,D+7.4,R+7.7,D+10.5,R+4.7,R+3.0,0.64%,0.98%,-0.34%,R+12.5,D+7.4,R+7.8,D+10.5,R+4.7,R+3.1
1988,FL,1656701,2618885,26727,4302313,21,207885,-111465,122262,-0.223643421573,0.082939919156,-0.077265628707,0.104898764844,-0.146377792867,-0.021958845688,0.006212239788225543,0.009810754741819848,-0.0035985149535943057,-0.22504143291703171,0.08160683135387786,-0.07803117341144418,0.10536122145845571,-0.14701025950558755,-0.02375439010457786,red,R+22.4,D+8.3,R+7.7,D+10.5,R+14.6,R+2.2,0.62%,0.98%,-0.36%,R+22.5,D+8.2,R+7.8,D+10.5,R+14.7,R+2.4
1988,GA,714792,1081331,13549,1809672,12,8164,12609,33579,-0.202544438992,0.001326642083,-0.077265628707,0.104898764844,-0.125278810285,-0.103572122761,0.00748699211790866,0.009810754741819848,-0.0023237626239111884,-0.20407232689520707,-0.00011592393241099952,-0.07803117341144418,0.10536122145845571,-0.12604115348376288,-0.1054771453908667,red,R+20.3,D+0.1,R+7.7,D+10.5,R+12.5,R+10.4,0.75%,0.98%,-0.23%,R+20.4,R+0.0,R+7.8,D+10.5,R+12.6,R+10.5
